code_zone,lib_zone,date_debut_vigilance,date_ech,date_dif,lib_pol,code_pol,etat,couleur,com_court,com_long
2008,Vallée de l'Arve,2020-01-24,2020-01-25,2020-01-24,PM10,5,ALERTE,#FF1919,"Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région.","Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région."
2009,Vallée du Rhône,2020-01-24,2020-01-25,2020-01-24,PM10,5,ALERTE,#FF1919,"Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région.","Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région."
2011,Zone des Coteaux,2020-01-24,2020-01-25,2020-01-24,PM10,5,ALERTE SUR PERSISTANCE,#FFCE19,"Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région.","Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région."
2012,Zone urbaine des Pays de Savoie,2020-01-24,2020-01-25,2020-01-24,PM10,5,ALERTE SUR PERSISTANCE,#FFCE19,"Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région.","Jeudi 23 janvier, le seuil d'information pour les particules PM10 a été franchi sur une large part du territoire régional, en lien avec la présence d'inversions de températures marquées à très faible altitude, piégeant la pollution sous un ""couvercle"" virtuel. Le seuil d'alerte réglementaire a même été dépassé sur le bassin lyonnais Nord Isère et en Vallée du Rhône. Le centre de la région est particulièrement impacté et des apports de particules sahariennes semblent amplifier le phénomène global dans notre région. 
Vendredi 24 janvier, les conditions météorologiques restent favorables à l'accumulation des polluants émis dans les basses couches, les concentrations de particules fines devraient donc rester élevées. Des vigilances sont donc maintenues ou activées sur 16 des 21 bassins d'air d'Auvergne Rhône-Alpes, avec notamment 8 bassins d'air en vigilance rouge pour les prochaines 24 heures.
Samedi 25 et dimanche 26 janvier, une légère tendance à l'amélioration s'amorce sur l'ouest de la Région et dans les vallées alpines notamment, où les inversions de températures pourraient être de moindre intensité que ces derniers jours. Les concentrations devraient commencer à diminuer progressivement sur ces territoires, mais resteront élevées sur le centre de la Région."
2012,Zone urbaine des Pays de Savoie,2020-01-23,2020-01-24,2020-01-23,PM10,5,INFORMATION ET RECOMMANDATION,#FEFE00,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
2050,Allier,2020-01-23,2020-01-24,2020-01-23,PM10,5,ALERTE SUR PERSISTANCE,#FFCE19,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
2010,Vallée Maurienne Tarentaise,2020-01-23,2020-01-24,2020-01-23,PM10,5,INFORMATION ET RECOMMANDATION,#FEFE00,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
2009,Vallée du Rhône,2020-01-23,2020-01-24,2020-01-23,PM10,5,ALERTE SUR PERSISTANCE,#FFCE19,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
2008,Vallée de l'Arve,2020-01-23,2020-01-24,2020-01-23,PM10,5,ALERTE,#FF1919,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
2011,Zone des Coteaux,2020-01-23,2020-01-24,2020-01-23,PM10,5,INFORMATION ET RECOMMANDATION,#FEFE00,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
2006,Ouest Ain,2020-01-23,2020-01-24,2020-01-23,PM10,5,ALERTE SUR PERSISTANCE,#FFCE19,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
2053,Puy-de-Dôme,2020-01-23,2020-01-24,2020-01-23,PM10,5,ALERTE SUR PERSISTANCE,#FFCE19,"Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
","Mercredi 22 janvier, les concentrations de particules ont nettement progressé sur la région Auvergne-Rhône-Alpes, franchissant le seuil d'information sur de nombreux secteurs, le sud de l'Auvergne et les zones d'altitude restent épargnés. Aujourd'hui, jeudi 23 janvier, les conditions météorologiques restent très défavorables à la dispersion des polluants émis par les activités humaines, les particules fines continuent de s'accumuler dans les basses couches de l'atmosphère. Pour demain, vendredi 24 janvier, la situation reste globalement stable, entrainant encore la prévision de dépassement du seuil d'information sur une large part du territoire. En conséquence, la zone des Coteaux, la zone urbaine des Pays de Savoie, les vallées Maurienne-Tarentaise sont en vigilance jaune, le bassin lyonnais nord-isère, les contreforts du Massif Central, l'Ouest Ain, le bassin stéphanois, l'Allier , le Puy-de-Dôme, la vallée du Rhône, le bassin grenoblois et le bassin lémanique sont en vigilance orange. La vallée de l'Arve est placée en vigilance rouge, l'épisode ayant commencé plus tôt sur ce secteur. Samedi 25 janvier, la situation devrait s'améliorer sur l'Ouest, sur le reste de la région, une tendance à l'amélioration pourrait s'amorcer, mais elle n'est pas nette. 
"
